YEAR,WEEK,TEAM NO,TEAM,SEED,ROUND,W,L,AP VOTES,AP RANK,RANK?
2012,7,298,Michigan St.,1,16,9,2,413,19,1
2012,7,299,Michigan,4,64,9,2,381,20,1
2012,7,273,UNLV,6,64,11,2,251,21,1
2012,7,294,Murray St.,6,32,12,0,222,22,1
2012,7,322,Creighton,8,32,8,1,130,23,1
2012,7,269,Virginia,10,64,9,1,102,24,1
2012,7,,Illinois,,,10,1,96,25,1
2012,7,314,Harvard,12,64,9,1,88,26,0
2012,7,282,San Diego St.,6,64,9,2,67,27,0
2012,7,,Stanford,,,9,1,61,28,0
2012,7,284,Saint Louis,9,32,10,1,33,29,0
2012,7,315,Gonzaga,7,32,7,2,23,30,0
2012,7,309,Kansas St.,8,32,7,1,22,31,0
2012,7,,Texas A&M,,,8,2,18,32,0
2012,7,331,Alabama,9,64,8,3,8,33,0
2012,7,266,Wichita St.,5,64,8,2,8,33,0
2012,7,,Cleveland St.,,,10,1,7,35,0
2012,7,,Northern Iowa,,,9,1,7,35,0
2012,7,327,California,12,68,9,2,5,37,0
2012,7,272,Vanderbilt,5,32,6,4,5,37,0
2012,7,,Northwestern,,,10,1,4,39,0
2012,7,287,Ohio,13,16,9,1,3,40,0
2012,7,304,Long Beach St.,12,64,4,5,2,41,0
2012,7,,Indiana St.,,,8,2,1,42,0
2012,7,300,Memphis,8,64,5,4,0,43,0
2012,7,,Oklahoma,,,8,1,0,43,0
2012,7,,Saint Joseph's,,,8,3,0,43,0
2012,7,283,Saint Mary's,7,64,8,1,0,43,0
2012,7,,Seton Hall,,,9,1,0,43,0
2012,8,277,Syracuse,1,8,13,0,1611,1,1
2012,8,286,Ohio St.,2,4,12,1,1507,2,1
2012,8,308,Kentucky,1,1,11,1,1480,3,1
2012,8,303,Louisville,4,4,12,0,1386,4,1
2012,8,290,North Carolina,1,8,11,2,1366,5,1
2012,8,330,Baylor,3,8,12,0,1299,6,1
2012,8,319,Duke,2,64,10,1,1281,7,1
2012,8,296,Missouri,2,64,12,0,1149,8,1
2012,8,323,Connecticut,9,64,10,1,1143,9,1
2012,8,318,Florida,7,8,10,2,1050,10,1
2012,8,265,Wisconsin,4,16,11,2,898,11,1
2012,8,316,Georgetown,3,32,10,1,851,12,1
2012,8,313,Indiana,4,16,12,0,820,13,1
2012,8,301,Marquette,3,16,11,1,775,14,1
2012,8,,Mississippi St.,,,12,1,718,15,1
2012,8,298,Michigan St.,1,16,11,2,613,16,1
2012,8,310,Kansas,2,2,8,3,548,17,1
2012,8,299,Michigan,4,64,10,2,504,18,1
2012,8,273,UNLV,6,64,13,2,473,19,1
2012,8,294,Murray St.,6,32,13,0,342,20,1
2012,8,322,Creighton,8,32,10,1,254,21,1
2012,8,,Pittsburgh,,,11,2,238,22,1
2012,8,269,Virginia,10,64,10,1,214,23,1
2012,8,314,Harvard,12,64,10,1,121,24,1
2012,8,282,San Diego St.,6,64,11,2,119,25,1
2012,8,309,Kansas St.,8,32,10,1,105,26,0
2012,8,,Illinois,,,11,2,70,27,0
2012,8,284,Saint Louis,9,32,11,1,55,28,0
2012,8,315,Gonzaga,7,32,9,2,48,29,0
2012,8,264,Xavier,10,16,9,3,42,30,0
2012,8,287,Ohio,13,16,11,1,20,31,0
2012,8,,Stanford,,,10,2,10,32,0
2012,8,266,Wichita St.,5,64,9,2,9,33,0
2012,8,,Texas A&M,,,8,3,3,34,0
2012,8,331,Alabama,9,64,9,3,2,35,0
2012,8,,Wagner,,,8,3,1,36,0
2012,8,328,BYU,14,64,10,3,0,37,0
2012,8,,Cleveland St.,,,11,2,0,37,0
2012,8,,Middle Tennessee,,,11,2,0,37,0
2012,8,,Saint Joseph's,,,9,3,0,37,0
2012,8,283,Saint Mary's,7,64,11,2,0,37,0
2012,8,279,Southern Miss,9,64,10,2,0,37,0
2012,8,268,West Virginia,10,64,9,3,0,37,0
2012,9,277,Syracuse,1,8,15,0,1618,1,1
2012,9,308,Kentucky,1,1,13,1,1554,2,1
2012,9,290,North Carolina,1,8,13,2,1451,3,1
2012,9,330,Baylor,3,8,13,0,1389,4,1
2012,9,319,Duke,2,64,12,1,1354,5,1
2012,9,286,Ohio St.,2,4,13,2,1277,6,1
2012,9,296,Missouri,2,64,13,0,1255,7,1
2012,9,323,Connecticut,9,64,12,1,1199,8,1
2012,9,316,Georgetown,3,32,12,1,1072,9,1
2012,9,298,Michigan St.,1,16,13,2,992,10,1
2012,9,303,Louisville,4,4,12,2,977,11,1
2012,9,313,Indiana,4,16,13,1,974,12,1
2012,9,318,Florida,7,8,11,3,753,13,1
2012,9,310,Kansas,2,2,10,3,663,14,1
2012,9,,Mississippi St.,,,13,2,644,15,1
2012,9,299,Michigan,4,64,12,2,641,16,1
2012,9,273,UNLV,6,64,15,2,611,17,1
2012,9,265,Wisconsin,4,16,12,3,506,18,1
2012,9,294,Murray St.,6,32,14,0,454,19,1
2012,9,301,Marquette,3,16,12,2,447,20,1
2012,9,269,Virginia,10,64,12,1,292,21,1
2012,9,314,Harvard,12,64,12,1,269,22,1
2012,9,309,Kansas St.,8,32,11,1,229,23,1
2012,9,282,San Diego St.,6,64,12,2,196,24,1
2012,9,315,Gonzaga,7,32,11,2,121,25,1
2012,9,322,Creighton,8,32,11,2,86,26,0
2012,9,287,Ohio,13,16,12,2,28,27,0
2012,9,,Stanford,,,12,2,12,28,0
2012,9,,Pittsburgh,,,11,4,8,29,0
2012,9,272,Vanderbilt,5,32,10,4,8,29,0
2012,9,264,Xavier,10,16,9,4,8,29,0
2012,9,326,Cincinnati,6,16,11,3,6,32,0
2012,9,293,New Mexico,5,32,12,2,6,32,0
2012,9,285,Purdue,10,32,12,3,6,32,0
2012,9,284,Saint Louis,9,32,12,2,6,32,0
2012,9,,Texas A&M,,,9,3,4,36,0
2012,9,283,Saint Mary's,7,64,13,2,3,37,0
2012,9,327,California,12,68,12,3,2,38,0
2012,9,,Seton Hall,,,12,2,2,38,0
2012,9,331,Alabama,9,64,10,3,1,40,0
2012,9,,Wagner,,,10,3,1,40,0
2012,9,,Illinois,,,12,3,0,42,0
2012,9,,Middle Tennessee,,,13,2,0,42,0
2012,9,279,Southern Miss,9,64,13,2,0,42,0
2012,10,277,Syracuse,1,8,17,0,1618,1,1
2012,10,308,Kentucky,1,1,15,1,1558,2,1
2012,10,290,North Carolina,1,8,14,2,1476,3,1
2012,10,330,Baylor,3,8,15,0,1436,4,1
2012,10,286,Ohio St.,2,4,15,2,1347,5,1
2012,10,298,Michigan St.,1,16,14,2,1263,6,1
2012,10,313,Indiana,4,16,15,1,1217,7,1
2012,10,319,Duke,2,64,13,2,1186,8,1
2012,10,296,Missouri,2,64,14,1,1096,9,1
2012,10,310,Kansas,2,2,12,3,1005,10,1
2012,10,316,Georgetown,3,32,13,2,990,11,1
2012,10,273,UNLV,6,64,16,2,852,12,1
2012,10,299,Michigan,4,64,13,3,715,13,1
2012,10,303,Louisville,4,4,13,3,704,14,1
2012,10,294,Murray St.,6,32,16,0,628,15,1
2012,10,269,Virginia,10,64,14,1,607,16,1
2012,10,323,Connecticut,9,64,12,3,535,17,1
2012,10,309,Kansas St.,8,32,12,2,482,18,1
2012,10,318,Florida,7,8,12,4,463,19,1
2012,10,,Mississippi St.,,,13,3,362,20,1
2012,10,315,Gonzaga,7,32,13,2,347,21,1
2012,10,282,San Diego St.,6,64,13,2,313,22,1
2012,10,322,Creighton,8,32,13,2,236,23,1
2012,10,,Seton Hall,,,14,2,205,24,1
2012,10,301,Marquette,3,16,12,4,170,25,1
2012,10,265,Wisconsin,4,16,12,5,97,26,0
2012,10,331,Alabama,9,64,12,3,40,27,0
2012,10,272,Vanderbilt,5,32,11,4,37,28,0
2012,10,268,West Virginia,10,64,12,4,33,29,0
2012,10,293,New Mexico,5,32,14,2,28,30,0
2012,10,283,Saint Mary's,7,64,14,2,18,31,0
2012,10,314,Harvard,12,64,13,2,16,32,0
2012,10,,Illinois,,,14,3,14,33,0
2012,10,,Arkansas,,,12,3,11,34,0
2012,10,,Stanford,,,13,3,9,35,0
2012,10,284,Saint Louis,9,32,13,3,7,36,0
2012,10,,Dayton,,,12,4,2,37,0
2012,10,311,Iowa St.,8,32,12,3,1,38,0
2012,10,,Wagner,,,12,3,1,38,0
2012,10,,Middle Tennessee,,,15,2,0,40,0
2012,10,,Nevada,,,12,3,0,40,0
2012,10,279,Southern Miss,9,64,15,2,0,40,0
2012,10,266,Wichita St.,5,64,12,3,0,40,0
2012,11,277,Syracuse,1,8,19,0,1619,1,1
2012,11,308,Kentucky,1,1,17,1,1558,2,1
2012,11,330,Baylor,3,8,17,0,1503,3,1
2012,11,319,Duke,2,64,15,2,1380,4,1
2012,11,296,Missouri,2,64,16,1,1335,5,1
2012,11,286,Ohio St.,2,4,16,3,1312,6,1
2012,11,310,Kansas,2,2,14,3,1218,7,1
2012,11,290,North Carolina,1,8,15,3,1172,8,1
2012,11,298,Michigan St.,1,16,15,3,1119,9,1
2012,11,316,Georgetown,3,32,14,3,884,10,1
2012,11,313,Indiana,4,16,15,3,858,11,1
2012,11,294,Murray St.,6,32,18,0,825,12,1
2012,11,323,Connecticut,9,64,14,3,807,13,1
2012,11,273,UNLV,6,64,16,3,651,14,1
2012,11,269,Virginia,10,64,14,2,649,15,1
2012,11,282,San Diego St.,6,64,15,2,621,16,1
2012,11,318,Florida,7,8,14,4,596,17,1
2012,11,,Mississippi St.,,,15,3,590,18,1
2012,11,322,Creighton,8,32,16,2,471,19,1
2012,11,299,Michigan,4,64,14,4,461,20,1
2012,11,301,Marquette,3,16,14,4,278,21,1
2012,11,,Illinois,,,15,3,257,22,1
2012,11,303,Louisville,4,4,14,4,208,23,1
2012,11,283,Saint Mary's,7,64,17,2,167,24,1
2012,11,309,Kansas St.,8,32,12,4,102,25,1
2012,11,272,Vanderbilt,5,32,13,4,101,26,0
2012,11,265,Wisconsin,4,16,14,5,90,27,0
2012,11,,Seton Hall,,,15,3,79,28,0
2012,11,315,Gonzaga,7,32,14,3,64,29,0
2012,11,293,New Mexico,5,32,15,2,61,30,0
2012,11,314,Harvard,12,64,15,2,22,31,0
2012,11,326,Cincinnati,6,16,14,4,17,32,0
2012,11,,Stanford,,,15,3,16,33,0
2012,11,268,West Virginia,10,64,13,5,16,33,0
2012,11,331,Alabama,9,64,13,4,10,35,0
2012,11,266,Wichita St.,5,64,15,3,3,36,0
2012,11,312,Iona,14,68,14,4,2,37,0
2012,11,317,Florida St.,3,32,11,5,1,38,0
2012,11,,Northwestern,,,12,5,1,38,0
2012,11,,Wagner,,,14,3,1,38,0
2012,11,328,BYU,14,64,15,4,0,41,0
2012,11,327,California,12,68,15,4,0,41,0
2012,11,,Middle Tennessee,,,17,2,0,41,0
2012,11,,Nevada,,,14,3,0,41,0
2012,12,308,Kentucky,1,1,19,1,1620,1,1
2012,12,296,Missouri,2,64,18,1,1532,2,1
2012,12,277,Syracuse,1,8,20,1,1506,3,1
2012,12,286,Ohio St.,2,4,17,3,1411,4,1
2012,12,310,Kansas,2,2,16,3,1383,5,1
2012,12,330,Baylor,3,8,17,2,1234,6,1
2012,12,290,North Carolina,1,8,16,3,1232,7,1
2012,12,319,Duke,2,64,16,3,1176,8,1
2012,12,316,Georgetown,3,32,16,3,1045,9,1
2012,12,298,Michigan St.,1,16,16,4,1009,10,1
2012,12,294,Murray St.,6,32,20,0,925,11,1
2012,12,273,UNLV,6,64,18,3,886,12,1
2012,12,282,San Diego St.,6,64,17,2,832,13,1
2012,12,318,Florida,7,8,15,4,709,14,1
2012,12,322,Creighton,8,32,18,2,682,15,1
2012,12,313,Indiana,4,16,16,4,609,16,1
2012,12,301,Marquette,3,16,16,4,517,17,1
2012,12,,Mississippi St.,,,16,4,422,18,1
2012,12,269,Virginia,10,64,15,3,414,19,1
2012,12,299,Michigan,4,64,15,5,396,20,1
2012,12,283,Saint Mary's,7,64,19,2,345,21,1
2012,12,309,Kansas St.,8,32,14,4,252,22,1
2012,12,317,Florida St.,3,32,13,6,244,23,1
2012,12,323,Connecticut,9,64,14,5,203,24,1
2012,12,265,Wisconsin,4,16,16,5,182,25,1
2012,12,268,West Virginia,10,64,15,5,96,26,0
2012,12,315,Gonzaga,7,32,16,3,82,27,0
2012,12,272,Vanderbilt,5,32,14,5,40,28,0
2012,12,303,Louisville,4,4,15,5,35,29,0
2012,12,314,Harvard,12,64,16,2,32,30,0
2012,12,266,Wichita St.,5,64,17,3,28,31,0
2012,12,326,Cincinnati,6,16,15,5,20,32,0
2012,12,,Illinois,,,15,5,11,33,0
2012,12,,Middle Tennessee,,,19,2,9,34,0
2012,12,,Dayton,,,14,5,3,35,0
2012,12,312,Iona,14,68,15,4,2,36,0
2012,12,304,Long Beach St.,12,64,14,6,1,37,0
2012,12,311,Iowa St.,8,32,14,5,0,38,0
2012,12,,Nevada,,,16,3,0,38,0
2012,12,293,New Mexico,5,32,15,4,0,38,0
2012,12,279,Southern Miss,9,64,17,3,0,38,0
2012,12,,UCF,,,15,4,0,38,0
2012,13,308,Kentucky,1,1,21,1,1623,1,1
2012,13,277,Syracuse,1,8,22,1,1550,2,1
2012,13,286,Ohio St.,2,4,19,3,1498,3,1
2012,13,296,Missouri,2,64,19,2,1363,4,1
2012,13,290,North Carolina,1,8,18,3,1331,5,1
2012,13,330,Baylor,3,8,19,2,1310,6,1
2012,13,319,Duke,2,64,18,3,1250,7,1
2012,13,310,Kansas,2,2,17,4,1178,8,1
2012,13,298,Michigan St.,1,16,17,4,1098,9,1
2012,13,294,Murray St.,6,32,21,0,979,10,1
2012,13,273,UNLV,6,64,20,3,936,11,1
2012,13,318,Florida,7,8,17,4,861,12,1
2012,13,322,Creighton,8,32,20,2,803,13,1
2012,13,316,Georgetown,3,32,16,4,762,14,1
2012,13,301,Marquette,3,16,18,4,682,15,1
2012,13,269,Virginia,10,64,17,3,578,16,1
2012,13,282,San Diego St.,6,64,18,3,566,17,1
2012,13,283,Saint Mary's,7,64,21,2,472,18,1
2012,13,265,Wisconsin,4,16,17,5,415,19,1
2012,13,313,Indiana,4,16,17,5,395,20,1
2012,13,317,Florida St.,3,32,14,6,375,21,1
2012,13,,Mississippi St.,,,17,5,329,22,1
2012,13,299,Michigan,4,64,16,6,305,23,1
2012,13,315,Gonzaga,7,32,17,3,141,24,1
2012,13,272,Vanderbilt,5,32,16,5,102,25,1
2012,13,314,Harvard,12,64,18,2,69,26,0
2012,13,303,Louisville,4,4,17,5,65,27,0
2012,13,309,Kansas St.,8,32,15,5,40,28,0
2012,13,268,West Virginia,10,64,15,7,12,29,0
2012,13,266,Wichita St.,5,64,18,4,9,30,0
2012,13,,Nevada,,,18,3,6,31,0
2012,13,288,Notre Dame,7,64,14,8,6,31,0
2012,13,279,Southern Miss,9,64,19,3,5,33,0
2012,13,311,Iowa St.,8,32,15,6,3,34,0
2012,13,304,Long Beach St.,12,64,16,6,3,34,0
2012,13,323,Connecticut,9,64,14,6,2,36,0
2012,13,312,Iona,14,68,17,5,2,36,0
2012,13,,Illinois,,,15,6,1,38,0
2012,13,327,California,12,68,17,5,0,39,0
2012,13,,Middle Tennessee,,,20,3,0,39,0
2012,13,293,New Mexico,5,32,17,4,0,39,0
2012,13,276,Temple,5,64,15,5,0,39,0
2012,14,308,Kentucky,1,1,23,1,1623,1,1
2012,14,277,Syracuse,1,8,23,1,1553,2,1
2012,14,286,Ohio St.,2,4,20,3,1493,3,1
2012,14,296,Missouri,2,64,21,2,1415,4,1
2012,14,290,North Carolina,1,8,20,3,1352,5,1
2012,14,330,Baylor,3,8,21,2,1318,6,1
2012,14,310,Kansas,2,2,18,5,1170,7,1
2012,14,318,Florida,7,8,19,4,1066,8,1
2012,14,294,Murray St.,6,32,23,0,1055,9,1
2012,14,319,Duke,2,64,19,4,1037,10,1
2012,14,298,Michigan St.,1,16,18,5,1032,11,1
2012,14,316,Georgetown,3,32,18,4,919,12,1
2012,14,282,San Diego St.,6,64,20,3,728,13,1
2012,14,273,UNLV,6,64,21,4,702,14,1
2012,14,317,Florida St.,3,32,16,6,694,15,1
2012,14,283,Saint Mary's,7,64,22,2,635,16,1
2012,14,322,Creighton,8,32,21,3,600,17,1
2012,14,301,Marquette,3,16,19,5,469,18,1
2012,14,269,Virginia,10,64,18,4,448,19,1
2012,14,,Mississippi St.,,,18,5,401,20,1
2012,14,265,Wisconsin,4,16,18,6,384,21,1
2012,14,299,Michigan,4,64,17,7,253,22,1
2012,14,313,Indiana,4,16,18,6,227,23,1
2012,14,303,Louisville,4,4,18,5,112,24,1
2012,14,314,Harvard,12,64,20,2,105,25,1
2012,14,288,Notre Dame,7,64,15,8,83,26,0
2012,14,311,Iowa St.,8,32,17,6,71,27,0
2012,14,279,Southern Miss,9,64,20,3,51,28,0
2012,14,276,Temple,5,64,17,5,41,29,0
2012,14,315,Gonzaga,7,32,18,4,35,30,0
2012,14,266,Wichita St.,5,64,20,4,31,31,0
2012,14,304,Long Beach St.,12,64,17,6,6,32,0
2012,14,293,New Mexico,5,32,19,4,5,33,0
2012,14,309,Kansas St.,8,32,16,6,3,34,0
2012,14,,Cleveland St.,,,20,4,2,35,0
2012,14,312,Iona,14,68,19,5,2,35,0
2012,14,272,Vanderbilt,5,32,16,7,2,35,0
2012,14,328,BYU,14,64,20,6,1,38,0
2012,14,,Miami FL,,,14,7,1,38,0
2012,14,327,California,12,68,18,6,0,40,0
2012,14,323,Connecticut,9,64,15,7,0,40,0
2012,14,,Drexel,,,19,5,0,40,0
2012,14,,Middle Tennessee,,,21,4,0,40,0
2012,14,,Nevada,,,19,4,0,40,0
2012,14,284,Saint Louis,9,32,18,5,0,40,0
2012,14,271,VCU,12,32,20,5,0,40,0
2012,15,308,Kentucky,1,1,25,1,1623,1,1
2012,15,277,Syracuse,1,8,25,1,1559,2,1
2012,15,296,Missouri,2,64,23,2,1498,3,1
2012,15,310,Kansas,2,2,20,5,1356,4,1
2012,15,319,Duke,2,64,21,4,1336,5,1
2012,15,286,Ohio St.,2,4,21,4,1284,6,1
2012,15,298,Michigan St.,1,16,20,5,1283,7,1
2012,15,290,North Carolina,1,8,21,4,1227,8,1
2012,15,330,Baylor,3,8,21,4,1064,9,1
2012,15,316,Georgetown,3,32,19,5,983,10,1
2012,15,273,UNLV,6,64,22,4,976,11,1
2012,15,301,Marquette,3,16,21,5,810,12,1
2012,15,282,San Diego St.,6,64,20,4,688,13,1
2012,15,318,Florida,7,8,19,6,675,14,1
2012,15,265,Wisconsin,4,16,19,6,635,15,1
2012,15,294,Murray St.,6,32,24,1,600,16,1
2012,15,299,Michigan,4,64,19,7,562,17,1
2012,15,313,Indiana,4,16,19,6,430,18,1
2012,15,303,Louisville,4,4,20,5,421,19,1
2012,15,317,Florida St.,3,32,17,7,406,20,1
2012,15,283,Saint Mary's,7,64,23,3,377,21,1
2012,15,269,Virginia,10,64,19,5,337,22,1
2012,15,288,Notre Dame,7,64,17,8,231,23,1
2012,15,315,Gonzaga,7,32,20,4,221,24,1
2012,15,266,Wichita St.,5,64,22,4,221,24,1
2012,15,276,Temple,5,64,19,5,122,26,0
2012,15,,Mississippi St.,,,19,6,108,27,0
2012,15,322,Creighton,8,32,21,5,20,28,0
2012,15,328,BYU,14,64,21,6,12,29,0
2012,15,304,Long Beach St.,12,64,19,6,12,29,0
2012,15,293,New Mexico,5,32,20,4,12,29,0
2012,15,311,Iowa St.,8,32,18,7,10,32,0
2012,15,279,Southern Miss,9,64,21,4,7,33,0
2012,15,314,Harvard,12,64,21,3,6,34,0
2012,15,284,Saint Louis,9,32,20,5,5,35,0
2012,15,327,California,12,68,20,6,3,36,0
2012,15,272,Vanderbilt,5,32,17,8,2,37,0
2012,15,271,VCU,12,32,22,5,2,37,0
2012,15,300,Memphis,8,64,18,7,1,39,0
2012,15,,Drexel,,,21,5,0,40,0
2012,15,,Middle Tennessee,,,23,4,0,40,0
2012,15,,Nevada,,,21,4,0,40,0
2012,15,,UT Arlington,,,19,5,0,40,0
2012,16,308,Kentucky,1,1,26,1,1623,1,1
2012,16,277,Syracuse,1,8,27,1,1559,2,1
2012,16,296,Missouri,2,64,25,2,1498,3,1
2012,16,310,Kansas,2,2,22,5,1377,4,1
2012,16,319,Duke,2,64,23,4,1359,5,1
2012,16,298,Michigan St.,1,16,22,5,1317,6,1
2012,16,290,North Carolina,1,8,23,4,1261,7,1
2012,16,286,Ohio St.,2,4,22,5,1139,8,1
2012,16,316,Georgetown,3,32,20,5,1085,9,1
2012,16,301,Marquette,3,16,22,5,1013,10,1
2012,16,299,Michigan,4,64,20,7,869,11,1
2012,16,318,Florida,7,8,21,6,860,12,1
2012,16,330,Baylor,3,8,22,5,859,13,1
2012,16,294,Murray St.,6,32,26,1,765,14,1
2012,16,317,Florida St.,3,32,19,7,620,15,1
2012,16,265,Wisconsin,4,16,20,7,615,16,1
2012,16,303,Louisville,4,4,21,6,495,17,1
2012,16,293,New Mexico,5,32,22,4,469,18,1
2012,16,266,Wichita St.,5,64,24,4,467,19,1
2012,16,288,Notre Dame,7,64,19,8,457,20,1
2012,16,273,UNLV,6,64,22,6,325,21,1
2012,16,276,Temple,5,64,21,5,281,22,1
2012,16,313,Indiana,4,16,20,7,246,23,1
2012,16,282,San Diego St.,6,64,20,6,176,24,1
2012,16,269,Virginia,10,64,20,6,153,25,1
2012,16,322,Creighton,8,32,23,5,76,26,0
2012,16,315,Gonzaga,7,32,21,5,47,27,0
2012,16,328,BYU,14,64,23,6,29,28,0
2012,16,284,Saint Louis,9,32,22,5,25,29,0
2012,16,,Drexel,,,23,5,13,30,0
2012,16,314,Harvard,12,64,23,3,12,31,0
2012,16,272,Vanderbilt,5,32,19,8,12,31,0
2012,16,327,California,12,68,22,6,11,33,0
2012,16,283,Saint Mary's,7,64,23,5,7,34,0
2012,16,304,Long Beach St.,12,64,19,7,4,35,0
2012,16,271,VCU,12,32,23,6,1,36,0
2012,16,311,Iowa St.,8,32,19,8,0,37,0
2012,16,309,Kansas St.,8,32,18,8,0,37,0
2012,16,,Middle Tennessee,,,24,4,0,37,0
2012,16,,Mississippi St.,,,19,8,0,37,0
2012,16,,Nevada,,,22,5,0,37,0
2012,16,,Weber St.,,,22,4,0,37,0
2012,17,308,Kentucky,1,1,28,1,1623,1,1
2012,17,277,Syracuse,1,8,29,1,1562,2,1
2012,17,310,Kansas,2,2,24,5,1459,3,1
2012,17,319,Duke,2,64,25,4,1409,4,1
2012,17,298,Michigan St.,1,16,24,5,1372,5,1
2012,17,290,North Carolina,1,8,25,4,1314,6,1
2012,17,296,Missouri,2,64,25,4,1253,7,1
2012,17,301,Marquette,3,16,24,5,1150,8,1
2012,17,330,Baylor,3,8,24,5,1055,9,1
2012,17,286,Ohio St.,2,4,23,6,1036,10,1
2012,17,316,Georgetown,3,32,21,6,906,11,1
2012,17,294,Murray St.,6,32,28,1,885,12,1
2012,17,299,Michigan,4,64,21,8,766,13,1
2012,17,265,Wisconsin,4,16,21,8,764,14,1
2012,17,266,Wichita St.,5,64,26,4,754,15,1
2012,17,318,Florida,7,8,22,7,638,16,1
2012,17,273,UNLV,6,64,24,6,531,17,1
2012,17,313,Indiana,4,16,22,7,444,18,1
2012,17,303,Louisville,4,4,22,7,426,19,1
2012,17,288,Notre Dame,7,64,20,9,357,20,1
2012,17,282,San Diego St.,6,64,22,6,304,21,1
2012,17,317,Florida St.,3,32,19,9,252,22,1
2012,17,276,Temple,5,64,22,6,158,23,1
2012,17,269,Virginia,10,64,21,7,142,24,1
2012,17,322,Creighton,8,32,25,5,140,25,1
2012,17,315,Gonzaga,7,32,23,5,115,26,0
2012,17,311,Iowa St.,8,32,21,8,80,27,0
2012,17,283,Saint Mary's,7,64,25,5,62,28,0
2012,17,293,New Mexico,5,32,22,6,60,29,0
2012,17,,Drexel,,,25,5,41,30,0
2012,17,272,Vanderbilt,5,32,20,9,23,31,0
2012,17,271,VCU,12,32,25,6,9,32,0
2012,17,304,Long Beach St.,12,64,21,7,8,33,0
2012,17,328,BYU,14,64,24,7,6,34,0
2012,17,314,Harvard,12,64,24,4,5,35,0
2012,17,300,Memphis,8,64,21,8,5,35,0
2012,17,327,California,12,68,23,7,3,37,0
2012,17,285,Purdue,10,32,19,10,3,37,0
2012,17,309,Kansas St.,8,32,19,9,2,39,0
2012,17,279,Southern Miss,9,64,23,6,2,39,0
2012,17,331,Alabama,9,64,19,9,1,41,0
2012,17,,Middle Tennessee,,,25,5,0,42,0
2012,17,,Mississippi St.,,,19,10,0,42,0
2012,17,,Nevada,,,23,5,0,42,0
2012,17,,Washington,,,20,8,0,42,0
2012,17,,Weber St.,,,23,4,0,42,0
2012,18,308,Kentucky,1,1,30,1,1623,1,1
2012,18,277,Syracuse,1,8,30,1,1561,2,1
2012,18,310,Kansas,2,2,26,5,1482,3,1
2012,18,290,North Carolina,1,8,27,4,1442,4,1
2012,18,296,Missouri,2,64,27,4,1343,5,1
2012,18,319,Duke,2,64,26,5,1262,6,1
2012,18,286,Ohio St.,2,4,25,6,1251,7,1
2012,18,298,Michigan St.,1,16,24,7,1149,8,1
2012,18,301,Marquette,3,16,25,6,1087,9,1
2012,18,299,Michigan,4,64,23,8,945,10,1
2012,18,294,Murray St.,6,32,30,1,922,11,1
2012,18,330,Baylor,3,8,25,6,909,12,1
2012,18,316,Georgetown,3,32,22,7,873,13,1
2012,18,265,Wisconsin,4,16,23,8,853,14,1
2012,18,313,Indiana,4,16,24,7,707,15,1
2012,18,266,Wichita St.,5,64,27,5,492,16,1
2012,18,317,Florida St.,3,32,21,9,468,17,1
2012,18,282,San Diego St.,6,64,24,6,441,18,1
2012,18,322,Creighton,8,32,28,5,364,19,1
2012,18,273,UNLV,6,64,25,7,360,20,1
2012,18,276,Temple,5,64,24,6,343,21,1
2012,18,318,Florida,7,8,22,9,305,22,1
2012,18,288,Notre Dame,7,64,21,10,256,23,1
2012,18,315,Gonzaga,7,32,25,5,170,24,1
2012,18,311,Iowa St.,8,32,22,9,127,25,1
2012,18,283,Saint Mary's,7,64,26,5,88,26,0
2012,18,303,Louisville,4,4,22,9,84,27,0
2012,18,,Drexel,,,27,5,83,28,0
2012,18,293,New Mexico,5,32,24,6,64,29,0
2012,18,269,Virginia,10,64,22,8,34,30,0
2012,18,300,Memphis,8,64,23,8,13,31,0
2012,18,272,Vanderbilt,5,32,21,10,6,32,0
2012,18,271,VCU,12,32,27,6,6,32,0
2012,18,326,Cincinnati,6,16,22,9,5,34,0
2012,18,304,Long Beach St.,12,64,22,8,3,35,0
2012,18,309,Kansas St.,8,32,21,9,2,36,0
2012,18,314,Harvard,12,64,26,4,1,37,0
2012,18,284,Saint Louis,9,32,24,6,1,37,0
2012,18,,Middle Tennessee,,,25,6,0,39,0
2012,18,,Mississippi St.,,,21,10,0,39,0
2012,18,295,Montana,13,64,23,6,0,39,0
2012,18,,Nevada,,,25,5,0,39,0
2012,19,308,Kentucky,1,1,32,2,1621,1,1
2012,19,277,Syracuse,1,8,31,2,1545,2,1
2012,19,296,Missouri,2,64,30,4,1459,3,1
2012,19,290,North Carolina,1,8,29,5,1403,4,1
2012,19,298,Michigan St.,1,16,27,7,1386,5,1
2012,19,310,Kansas,2,2,27,6,1330,6,1
2012,19,286,Ohio St.,2,4,27,7,1229,7,1
2012,19,319,Duke,2,64,27,6,1158,8,1
2012,19,330,Baylor,3,8,27,7,1064,9,1
2012,19,317,Florida St.,3,32,24,9,972,10,1
2012,19,301,Marquette,3,16,25,7,912,11,1
2012,19,294,Murray St.,6,32,30,1,871,12,1
2012,19,299,Michigan,4,64,24,9,808,13,1
2012,19,265,Wisconsin,4,16,24,9,766,14,1
2012,19,316,Georgetown,3,32,23,8,726,15,1
2012,19,313,Indiana,4,16,25,8,576,16,1
